buying price,maintenance cost,number of doors,number of persons,luggage boot,safety,decision
low,high,5more,4,small,high,acceptable
low,high,5more,4,med,low,unacceptable
low,high,5more,4,med,med,acceptable
low,high,5more,4,med,,vgood
low,high,5more,4,big,low,unacceptable
low,high,5more,4,big,med,acceptable
low,high,,4,big,high,vgood
low,high,5more,more,small,low,unacceptable
low,high,5more,more,small,med,acceptable
low,high,5more,more,small,high,acceptable
low,high,5more,more,med,low,unacceptable
low,high,5more,more,med,med,acceptable
low,high,5more,more,med,high,vgood
,high,5more,more,big,low,
low,high,,more,big,med,acceptable
,high,5more,more,big,high,vgood
,med,2,2,small,,unacceptable
low,med,2,2,small,med,unacceptable
,med,2,2,small,,unacceptable
low,med,,2,med,low,
low,med,2,2,med,med,unacceptable
low,med,2,2,med,high,unacceptable
,med,2,2,big,low,unacceptable
low,med,,2,big,med,unacceptable
low,med,2,2,big,high,unacceptable
low,med,2,4,small,low,unacceptable
low,med,2,4,small,med,acceptable
low,med,2,4,small,high,good
low,med,,4,med,low,unacceptable
low,med,2,4,med,med,acceptable
low,med,2,4,med,high,good
low,med,2,4,big,low,unacceptable
low,med,2,4,big,med,good
low,med,2,4,big,high,vgood
low,med,2,more,small,,unacceptable
low,med,,more,small,,unacceptable
low,med,2,more,small,high,unacceptable
low,med,2,more,med,low,unacceptable
low,med,2,more,med,med,acceptable
low,med,,more,med,high,
low,med,2,more,big,,
low,med,2,more,big,med,good
,med,2,more,big,high,vgood
low,med,3,2,small,low,unacceptable
low,med,3,2,small,,unacceptable
low,med,3,2,small,high,unacceptable
low,med,3,2,med,low,unacceptable
low,med,3,2,med,med,unacceptable
,med,3,2,med,high,unacceptable
low,med,3,2,big,low,unacceptable
low,med,,2,big,med,unacceptable
low,med,3,2,big,high,
low,med,3,4,small,low,
low,med,3,4,small,med,acceptable
low,med,3,4,small,,good
low,med,3,4,med,low,unacceptable
low,med,3,4,med,med,acceptable
low,med,3,4,med,high,good
low,med,3,4,big,low,unacceptable
low,med,3,4,big,med,good
low,med,3,4,big,,vgood
low,med,3,more,small,,unacceptable
,med,3,more,small,med,acceptable
,med,,more,small,high,good
low,med,3,more,med,,unacceptable
low,med,3,more,med,med,good
low,med,3,more,med,high,vgood
low,med,3,more,big,low,unacceptable
low,med,3,more,big,,
low,med,3,more,big,high,vgood
low,med,4,2,small,low,unacceptable
low,med,4,2,small,med,unacceptable
low,med,4,2,small,high,unacceptable
low,med,4,2,med,low,unacceptable
low,med,4,2,med,med,unacceptable
low,med,4,2,med,,unacceptable
low,med,4,2,big,low,unacceptable
low,med,4,2,big,med,unacceptable
low,med,4,2,big,high,unacceptable
low,med,4,4,small,,unacceptable
,med,4,4,small,med,acceptable
low,med,4,4,small,,good
low,med,,4,med,low,unacceptable
low,med,4,4,med,med,good
low,med,4,4,med,high,vgood
low,med,4,4,big,low,unacceptable
low,med,4,4,big,med,good
low,med,,4,big,,vgood
,med,4,more,small,low,unacceptable
low,med,4,more,small,med,
low,med,4,more,small,high,good
low,med,4,more,med,low,unacceptable
,med,4,more,med,med,good
low,med,4,more,med,high,vgood
low,med,,more,big,low,
low,med,4,more,big,med,good
low,med,4,more,big,high,
low,med,5more,2,small,low,unacceptable
low,med,5more,2,small,med,unacceptable
low,med,5more,2,small,high,
low,med,5more,2,med,low,unacceptable
low,med,5more,2,med,med,unacceptable
low,med,5more,2,med,high,unacceptable
low,med,,2,big,low,unacceptable
low,med,5more,2,big,med,unacceptable
low,med,5more,2,big,high,unacceptable
low,med,5more,4,small,low,unacceptable
low,med,5more,4,small,med,acceptable
,med,5more,4,small,high,
low,med,5more,4,med,low,unacceptable
low,med,5more,4,med,med,good
low,med,5more,4,med,high,vgood
low,med,5more,4,big,low,unacceptable
low,med,5more,4,big,,
low,med,5more,4,big,,vgood
,med,5more,more,small,low,unacceptable
low,med,5more,more,small,med,acceptable
low,med,5more,more,small,high,good
low,med,,more,med,low,unacceptable
low,med,5more,more,med,med,good
low,med,5more,more,med,high,vgood
,med,,more,big,low,unacceptable
low,med,5more,more,big,,
low,med,,more,big,high,vgood
low,low,2,2,small,low,unacceptable
low,low,2,2,small,med,unacceptable
low,low,2,2,small,high,unacceptable
low,low,2,2,med,,unacceptable
low,low,2,2,med,med,unacceptable
low,low,2,2,med,high,unacceptable
low,low,2,2,big,low,unacceptable
low,low,2,2,big,med,
low,low,2,2,big,high,unacceptable
low,low,2,4,small,low,unacceptable
low,low,,4,small,med,acceptable
low,low,2,4,small,high,good
low,low,2,4,med,low,unacceptable
low,low,2,4,med,med,acceptable
,low,,4,med,,good
,low,2,4,big,low,unacceptable
low,low,2,4,big,med,good
low,low,2,4,big,high,vgood
low,low,2,more,small,low,unacceptable
,low,2,more,small,med,unacceptable
low,low,2,more,small,high,unacceptable
low,low,2,more,med,low,
low,low,2,more,med,med,acceptable
low,low,2,more,med,high,good
low,low,2,more,big,,unacceptable
low,low,2,more,big,med,good
,low,2,more,big,high,
low,low,3,2,small,low,unacceptable
low,low,3,2,small,med,unacceptable
low,low,3,2,small,high,
low,low,3,2,med,low,unacceptable
low,low,3,2,med,med,unacceptable
low,low,,2,med,high,unacceptable
low,low,3,2,big,low,unacceptable
low,low,3,2,big,med,unacceptable
low,low,3,2,big,high,unacceptable
low,low,3,4,small,low,unacceptable
low,low,3,4,small,med,
low,low,3,4,small,high,
low,low,3,4,med,low,unacceptable
low,low,3,4,med,med,acceptable
low,low,3,4,med,high,good
,low,3,4,big,low,unacceptable
low,low,3,4,big,med,
low,low,3,4,big,high,vgood
low,low,3,more,small,low,unacceptable
low,low,3,more,small,med,acceptable
low,low,3,more,small,high,good
low,low,3,more,med,low,unacceptable
low,low,3,more,med,med,good
low,low,3,more,med,high,
low,low,,more,big,low,unacceptable
low,low,3,more,big,,good
low,low,3,more,big,high,vgood
low,low,4,2,small,low,unacceptable
low,low,4,2,small,med,unacceptable
low,low,4,2,small,high,unacceptable
low,low,4,2,med,low,
low,low,4,2,med,med,unacceptable
low,low,4,2,med,high,unacceptable
,low,,2,big,low,unacceptable
low,low,4,2,big,med,unacceptable
low,low,4,2,big,,unacceptable
low,low,,4,small,low,unacceptable
low,low,4,4,small,med,acceptable
low,low,4,4,small,high,good
low,low,4,4,med,low,
low,low,4,4,med,med,
,low,4,4,med,high,vgood
low,low,4,4,big,,unacceptable
low,low,,4,big,med,good
low,low,,4,big,high,vgood
low,low,4,more,small,,unacceptable
low,low,4,more,small,med,acceptable
low,low,4,more,small,high,good
low,low,4,more,med,low,
low,low,4,more,med,med,good
low,low,4,more,med,high,vgood
low,low,4,more,big,low,unacceptable
low,low,4,more,big,med,good
low,low,4,more,big,high,
low,low,,2,small,low,unacceptable
,low,5more,2,small,med,unacceptable
low,low,5more,2,small,high,unacceptable
low,low,5more,2,med,low,
low,low,5more,2,med,med,unacceptable
low,low,5more,2,med,high,unacceptable
low,low,5more,2,big,low,unacceptable
low,low,5more,2,big,med,unacceptable
low,low,5more,2,big,high,unacceptable
low,low,5more,4,small,low,unacceptable
low,low,5more,4,small,med,acceptable
low,low,5more,4,small,high,good
low,low,5more,4,med,low,unacceptable
low,low,5more,4,med,med,good
low,low,5more,4,med,high,vgood
low,low,5more,4,big,low,unacceptable
low,low,5more,4,big,med,good
low,low,5more,4,big,high,vgood
low,low,5more,more,small,low,unacceptable
low,low,5more,more,small,med,acceptable
low,low,5more,more,small,high,good
low,low,,more,med,low,unacceptable
low,low,5more,more,med,med,good
low,low,5more,more,med,high,vgood
low,low,5more,more,big,low,unacceptable
low,low,5more,more,big,med,good
low,low,5more,more,big,high,vgood
